"subjectid" "activity" "meas_type" "average"
21 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" -0.0784719736838971
21 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" 0.0861212668362745
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" -0.100558317889216
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" -0.0408236141863333
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" -0.0533861046416422
21 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean" -0.620309259553676
21 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean" -0.620309259553676
21 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" -0.703461275879657
21 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" -0.693779224517157
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" -0.807817403137255
21 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.693486097144118
21 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" -0.59377821414902
21 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" -0.707713799021814
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" -0.71641413145049
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" -0.678615118728922
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" -0.767351986555392
21 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.752040828651961
21 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.759325714811275
21 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" -0.709471420465686
21 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean" -0.658664719514706
21 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean" -0.679742584809363
21 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean" -0.776473060171569
21 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.826275026053922
22 "SITTING" "tBodyAcc-mean-X" 0.242298449272727
22 "SITTING" "tBodyAcc-mean-Y" -0.0316561370181818
22 "SITTING" "tBodyAcc-mean-Z" -0.105664296590909
22 "SITTING" "tGravityAcc-mean-X" 0.870172199545455
22 "SITTING" "tGravityAcc-mean-Y" -0.350769156818182
22 "SITTING" "tGravityAcc-mean-Z" -0.1765357405
22 "SITTING" "tBodyAccJerk-mean-X" 0.105897183954545
22 "SITTING" "tBodyAccJerk-mean-Y" 0.0320774996545455
22 "SITTING" "tBodyAccJerk-mean-Z" -0.0326983629140909
22 "SITTING" "tBodyGyro-mean-X" 0.119614300727273
22 "SITTING" "tBodyGyro-mean-Y" -0.172162155445455
22 "SITTING" "tBodyGyro-mean-Z" -0.0046475084
22 "SITTING" "tBodyGyroJerk-mean-X" -0.119050870677727
22 "SITTING" "tBodyGyroJerk-mean-Y" -0.0593756069681818
22 "SITTING" "tBodyGyroJerk-mean-Z" -0.0743422650272727
22 "SITTING" "tBodyAccMag-mean" 0.194598717272727
22 "SITTING" "tGravityAccMag-mean" 0.194598717272727
22 "SITTING" "tBodyAccJerkMag-mean" -0.0662072290227273
22 "SITTING" "tBodyGyroMag-mean" -0.137333612554545
22 "SITTING" "tBodyGyroJerkMag-mean" -0.543885972272727
22 "SITTING" "fBodyAcc-mean-X" -0.0414589456
22 "SITTING" "fBodyAcc-mean-Y" 0.1231057773
22 "SITTING" "fBodyAcc-mean-Z" -0.198565773954545
22 "SITTING" "fBodyAccJerk-mean-X" 0.00774466264545455
22 "SITTING" "fBodyAccJerk-mean-Y" -0.042898966
22 "SITTING" "fBodyAccJerk-mean-Z" -0.38815349
22 "SITTING" "fBodyGyro-mean-X" -0.237124032272727
22 "SITTING" "fBodyGyro-mean-Y" -0.483080167727273
22 "SITTING" "fBodyGyro-mean-Z" -0.158548504727273
22 "SITTING" "fBodyAccMag-mean" -0.0295832732681818
22 "SITTING" "fBodyBodyAccJerkMag-mean" 0.00382710664090909
22 "SITTING" "fBodyBodyGyroMag-mean" -0.354449740454545
22 "SITTING" "fBodyBodyGyroJerkMag-mean" -0.642050515
22 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" 0.277156731173244
22 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" -0.0157362798544615
22 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.108891559940803
22 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" 0.590202951371237
22 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" 0.059637422
22 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" 0.266233413475819
22 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" 0.0771316429411706
22 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" 0.0140196360738796
22 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.00535471338117057
22 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" -0.0173964514566555
22 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" -0.0892861352287625
22 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" 0.0875601891371237
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" -0.108536983918729
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" -0.0369228007661538
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" -0.0570277658573913
22 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean" -0.555508409465953
22 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean" -0.555508409465953
22 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" -0.649767623265886
22 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" -0.674479870696321
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" -0.813134479966555
22 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.63565324919699
22 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" -0.554621367574582
22 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" -0.723282881277592
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" -0.649283145619064
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" -0.613419188476589
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" -0.765568239732441
22 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.669187479525084
22 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.81408546735786
22 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" -0.679035334374582
22 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean" -0.61441509667592
22 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean" -0.628800131547492
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean" -0.755664344113712
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.844035139698997
23 "SITTING" "tBodyAcc-mean-X" 0.273493254730108
23 "SITTING" "tBodyAcc-mean-Y" -0.019589258786828
23 "SITTING" "tBodyAcc-mean-Z" -0.109093982385242
23 "SITTING" "tGravityAcc-mean-X" 0.662324737580645
23 "SITTING" "tGravityAcc-mean-Y" 0.0146209197354839
23 "SITTING" "tGravityAcc-mean-Z" 0.0518662466372043
23 "SITTING" "tBodyAccJerk-mean-X" 0.0778588215843817
23 "SITTING" "tBodyAccJerk-mean-Y" 0.0200470964972984
23 "SITTING" "tBodyAccJerk-mean-Z" -0.000717680881887096
23 "SITTING" "tBodyGyro-mean-X" -0.0220890418013172
23 "SITTING" "tBodyGyro-mean-Y" -0.0825972963754032
23 "SITTING" "tBodyGyro-mean-Z" 0.074694942324328
23 "SITTING" "tBodyGyroJerk-mean-X" -0.0966990737225806
23 "SITTING" "tBodyGyroJerk-mean-Y" -0.0432722741798387
23 "SITTING" "tBodyGyroJerk-mean-Z" -0.0621959093526344
23 "SITTING" "tBodyAccMag-mean" -0.532754757205108
23 "SITTING" "tGravityAccMag-mean" -0.532754757205108
23 "SITTING" "tBodyAccJerkMag-mean" -0.58640067170914
23 "SITTING" "tBodyGyroMag-mean" -0.544207964433387
23 "SITTING" "tBodyGyroJerkMag-mean" -0.623412641977151
23 "SITTING" "fBodyAcc-mean-X" -0.599080886430645
23 "SITTING" "fBodyAcc-mean-Y" -0.548483208943548
23 "SITTING" "fBodyAcc-mean-Z" -0.49021281618414
23 "SITTING" "fBodyAccJerk-mean-X" -0.617521836605645
23 "SITTING" "fBodyAccJerk-mean-Y" -0.628231338392742
23 "SITTING" "fBodyAccJerk-mean-Z" -0.578870810235484
23 "SITTING" "fBodyGyro-mean-X" -0.685136501518817
23 "SITTING" "fBodyGyro-mean-Y" -0.497783811010484
23 "SITTING" "fBodyGyro-mean-Z" -0.617685416736559
23 "SITTING" "fBodyAccMag-mean" -0.529029284118011
23 "SITTING" "fBodyBodyAccJerkMag-mean" -0.542663319457527
23 "SITTING" "fBodyBodyGyroMag-mean" -0.534657191683602
23 "SITTING" "fBodyBodyGyroJerkMag-mean" -0.584111049810215
24 "LAYING" "tBodyAcc-mean-X" 0.276767046391076
24 "LAYING" "tBodyAcc-mean-Y" -0.0176822460103885
24 "LAYING" "tBodyAcc-mean-Z" -0.107914503687664
24 "LAYING" "tGravityAcc-mean-X" 0.69498126808399
24 "LAYING" "tGravityAcc-mean-Y" 0.0729509702152231
24 "LAYING" "tGravityAcc-mean-Z" 0.0623227714146982
24 "LAYING" "tBodyAccJerk-mean-X" 0.0784735003467192
24 "LAYING" "tBodyAccJerk-mean-Y" 0.00396900308574016
24 "LAYING" "tBodyAccJerk-mean-Z" -0.00700960558805774
24 "LAYING" "tBodyGyro-mean-X" -0.0212578096847769
24 "LAYING" "tBodyGyro-mean-Y" -0.0782440202677165
24 "LAYING" "tBodyGyro-mean-Z" 0.0841740375981627
24 "LAYING" "tBodyGyroJerk-mean-X" -0.0998294248142257
24 "LAYING" "tBodyGyroJerk-mean-Y" -0.0390749421383202
24 "LAYING" "tBodyGyroJerk-mean-Z" -0.0552987683401575
24 "LAYING" "tBodyAccMag-mean" -0.620032665162467
24 "LAYING" "tGravityAccMag-mean" -0.620032665162467
24 "LAYING" "tBodyAccJerkMag-mean" -0.713667423769029
24 "LAYING" "tBodyGyroMag-mean" -0.682447212750656
24 "LAYING" "tBodyGyroJerkMag-mean" -0.791646550787402
24 "LAYING" "fBodyAcc-mean-X" -0.707613779580052
24 "LAYING" "fBodyAcc-mean-Y" -0.611509042586877
24 "LAYING" "fBodyAcc-mean-Z" -0.65585899482231
24 "LAYING" "fBodyAccJerk-mean-X" -0.752245372493438
24 "LAYING" "fBodyAccJerk-mean-Y" -0.703641614506562
24 "LAYING" "fBodyAccJerk-mean-Z" -0.719655747391076
24 "LAYING" "fBodyGyro-mean-X" -0.722607377748032
24 "LAYING" "fBodyGyro-mean-Y" -0.753710479580053
24 "LAYING" "fBodyGyro-mean-Z" -0.70948857687664
24 "LAYING" "fBodyAccMag-mean" -0.650121872273806
24 "LAYING" "fBodyBodyAccJerkMag-mean" -0.696845583388451
24 "LAYING" "fBodyBodyGyroMag-mean" -0.754131617480315
24 "LAYING" "fBodyBodyGyroJerkMag-mean" -0.795019165380577
25 "SITTING" "tBodyAcc-mean-X" 0.275301467772127
25 "SITTING" "tBodyAcc-mean-Y" -0.0193221769314914
25 "SITTING" "tBodyAcc-mean-Z" -0.10962903098044
25 "SITTING" "tGravityAcc-mean-X" 0.672386622127139
25 "SITTING" "tGravityAcc-mean-Y" 0.0471601427530562
25 "SITTING" "tGravityAcc-mean-Z" 0.239226040930391
25 "SITTING" "tBodyAccJerk-mean-X" 0.0817657442063814
25 "SITTING" "tBodyAccJerk-mean-Y" 0.00638633884442543
25 "SITTING" "tBodyAccJerk-mean-Z" -0.010346171499489
25 "SITTING" "tBodyGyro-mean-X" -0.00298151164792176
25 "SITTING" "tBodyGyro-mean-Y" -0.083900354157824
25 "SITTING" "tBodyGyro-mean-Z" 0.0993606079900489
25 "SITTING" "tBodyGyroJerk-mean-X" -0.108263884562298
25 "SITTING" "tBodyGyroJerk-mean-Y" -0.0389884753435208
25 "SITTING" "tBodyGyroJerk-mean-Z" -0.0555782223647433
25 "SITTING" "tBodyAccMag-mean" -0.583377749713936
25 "SITTING" "tGravityAccMag-mean" -0.583377749713936
25 "SITTING" "tBodyAccJerkMag-mean" -0.783445354474328
25 "SITTING" "tBodyGyroMag-mean" -0.625733064258924
25 "SITTING" "tBodyGyroJerkMag-mean" -0.849630706259169
25 "SITTING" "fBodyAcc-mean-X" -0.748416509682152
25 "SITTING" "fBodyAcc-mean-Y" -0.600027697242054
25 "SITTING" "fBodyAcc-mean-Z" -0.738509947579462
25 "SITTING" "fBodyAccJerk-mean-X" -0.804144642836186
25 "SITTING" "fBodyAccJerk-mean-Y" -0.740570312249389
25 "SITTING" "fBodyAccJerk-mean-Z" -0.849504849486553
25 "SITTING" "fBodyGyro-mean-X" -0.672197763601467
25 "SITTING" "fBodyGyro-mean-Y" -0.81313379207824
25 "SITTING" "fBodyGyro-mean-Z" -0.746832213594132
25 "SITTING" "fBodyAccMag-mean" -0.69501971
25 "SITTING" "fBodyBodyAccJerkMag-mean" -0.779190075892421
25 "SITTING" "fBodyBodyGyroMag-mean" -0.754236109755501
25 "SITTING" "fBodyBodyGyroJerkMag-mean" -0.875970674743276
26 "SITTING" "tBodyAcc-mean-X" 0.2730365808625
26 "SITTING" "tBodyAcc-mean-Y" -0.0161687277463495
26 "SITTING" "tBodyAcc-mean-Z" -0.107637894928571
26 "SITTING" "tGravityAcc-mean-X" 0.615123534668367
26 "SITTING" "tGravityAcc-mean-Y" 0.10870478277551
26 "SITTING" "tGravityAcc-mean-Z" 0.234107010472449
26 "SITTING" "tBodyAccJerk-mean-X" 0.0808743261341837
26 "SITTING" "tBodyAccJerk-mean-Y" 0.00767709978181122
26 "SITTING" "tBodyAccJerk-mean-Z" -0.00724891943768878
26 "SITTING" "tBodyGyro-mean-X" -0.020659932105102
26 "SITTING" "tBodyGyro-mean-Y" -0.0827415060904082
26 "SITTING" "tBodyGyro-mean-Z" 0.0917853294044643
26 "SITTING" "tBodyGyroJerk-mean-X" -0.0988125627461224
26 "SITTING" "tBodyGyroJerk-mean-Y" -0.040476400288852
26 "SITTING" "tBodyGyroJerk-mean-Z" -0.0558282743354031
26 "SITTING" "tBodyAccMag-mean" -0.600932264175765
26 "SITTING" "tGravityAccMag-mean" -0.600932264175765
26 "SITTING" "tBodyAccJerkMag-mean" -0.694917859209184
26 "SITTING" "tBodyGyroMag-mean" -0.694597662936224
26 "SITTING" "tBodyGyroJerkMag-mean" -0.798325916709184
26 "SITTING" "fBodyAcc-mean-X" -0.65109030186199
26 "SITTING" "fBodyAcc-mean-Y" -0.610425833240306
26 "SITTING" "fBodyAcc-mean-Z" -0.724046087155612
26 "SITTING" "fBodyAccJerk-mean-X" -0.699413168295663
26 "SITTING" "fBodyAccJerk-mean-Y" -0.696726473912755
26 "SITTING" "fBodyAccJerk-mean-Z" -0.76956529125
26 "SITTING" "fBodyGyro-mean-X" -0.703109561068878
26 "SITTING" "fBodyGyro-mean-Y" -0.799353075357143
26 "SITTING" "fBodyGyro-mean-Z" -0.689404846813776
26 "SITTING" "fBodyAccMag-mean" -0.6317569828625
26 "SITTING" "fBodyBodyAccJerkMag-mean" -0.679278323637755
26 "SITTING" "fBodyBodyGyroMag-mean" -0.770504884821429
26 "SITTING" "fBodyBodyGyroJerkMag-mean" -0.823865297193878
27 "SITTING" "tBodyAcc-mean-X" 0.277264567074468
27 "SITTING" "tBodyAcc-mean-Y" -0.0167969215592152
27 "SITTING" "tBodyAcc-mean-Z" -0.110848300413564
27 "SITTING" "tGravityAcc-mean-X" 0.627230079867021
27 "SITTING" "tGravityAcc-mean-Y" 0.032242387143617
27 "SITTING" "tGravityAcc-mean-Z" 0.14116869604876
27 "SITTING" "tBodyAccJerk-mean-X" 0.0768320396617021
27 "SITTING" "tBodyAccJerk-mean-Y" 0.00617714992829521
27 "SITTING" "tBodyAccJerk-mean-Z" -0.00495000607441489
27 "SITTING" "tBodyGyro-mean-X" -0.0608887602789628
27 "SITTING" "tBodyGyro-mean-Y" -0.0552177945716489
27 "SITTING" "tBodyGyro-mean-Z" 0.108947089653191
27 "SITTING" "tBodyGyroJerk-mean-X" -0.0893066039356303
27 "SITTING" "tBodyGyroJerk-mean-Y" -0.0450414487725798
27 "SITTING" "tBodyGyroJerk-mean-Z" -0.0586254676047872
27 "SITTING" "tBodyAccMag-mean" -0.627947737417819
27 "SITTING" "tGravityAccMag-mean" -0.627947737417819
27 "SITTING" "tBodyAccJerkMag-mean" -0.70180744799867
27 "SITTING" "tBodyGyroMag-mean" -0.694016019806117
27 "SITTING" "tBodyGyroJerkMag-mean" -0.823067662473404
27 "SITTING" "fBodyAcc-mean-X" -0.681454795855319
27 "SITTING" "fBodyAcc-mean-Y" -0.641267840429521
27 "SITTING" "fBodyAcc-mean-Z" -0.715482857547872
27 "SITTING" "fBodyAccJerk-mean-X" -0.714554678365692
27 "SITTING" "fBodyAccJerk-mean-Y" -0.694509658473138
27 "SITTING" "fBodyAccJerk-mean-Z" -0.76857445225266
27 "SITTING" "fBodyGyro-mean-X" -0.768505711292553
27 "SITTING" "fBodyGyro-mean-Y" -0.795433953608777
27 "SITTING" "fBodyGyro-mean-Z" -0.702788513114362
27 "SITTING" "fBodyAccMag-mean" -0.667185803946808
27 "SITTING" "fBodyBodyAccJerkMag-mean" -0.688572791044947
27 "SITTING" "fBodyBodyGyroMag-mean" -0.785953610106383
27 "SITTING" "fBodyBodyGyroJerkMag-mean" -0.837585999827128
28 "SITTING" "tBodyAcc-mean-X" 0.278739266553398
28 "SITTING" "tBodyAcc-mean-Y" -0.0187975204834951
28 "SITTING" "tBodyAcc-mean-Z" -0.107807008381068
28 "SITTING" "tGravityAcc-mean-X" 0.647073359805825
28 "SITTING" "tGravityAcc-mean-Y" -0.137379481334951
28 "SITTING" "tGravityAcc-mean-Z" -0.00797649700048543
28 "SITTING" "tBodyAccJerk-mean-X" 0.0792910308825243
28 "SITTING" "tBodyAccJerk-mean-Y" 0.0135107680737864
28 "SITTING" "tBodyAccJerk-mean-Z" 0.00364494866063107
28 "SITTING" "tBodyGyro-mean-X" -0.0567790137621359
28 "SITTING" "tBodyGyro-mean-Y" -0.0488593126606262
28 "SITTING" "tBodyGyro-mean-Z" 0.0966943342504854
28 "SITTING" "tBodyGyroJerk-mean-X" -0.0898649942082524
28 "SITTING" "tBodyGyroJerk-mean-Y" -0.0456655215715049
28 "SITTING" "tBodyGyroJerk-mean-Z" -0.0591893236052913
28 "SITTING" "tBodyAccMag-mean" -0.644599448147087
28 "SITTING" "tGravityAccMag-mean" -0.644599448147087
28 "SITTING" "tBodyAccJerkMag-mean" -0.723779362805825
28 "SITTING" "tBodyGyroMag-mean" -0.683567422362136
28 "SITTING" "tBodyGyroJerkMag-mean" -0.813718189757282
28 "SITTING" "fBodyAcc-mean-X" -0.68776883432233
28 "SITTING" "fBodyAcc-mean-Y" -0.622841114519417
28 "SITTING" "fBodyAcc-mean-Z" -0.741462254985437
28 "SITTING" "fBodyAccJerk-mean-X" -0.718019745738835
28 "SITTING" "fBodyAccJerk-mean-Y" -0.705976257345146
28 "SITTING" "fBodyAccJerk-mean-Z" -0.804585188883495
28 "SITTING" "fBodyGyro-mean-X" -0.70487616923301
28 "SITTING" "fBodyGyro-mean-Y" -0.773967850635922
28 "SITTING" "fBodyGyro-mean-Z" -0.709727226558252
28 "SITTING" "fBodyAccMag-mean" -0.656100294024272
28 "SITTING" "fBodyBodyAccJerkMag-mean" -0.706908798520874
28 "SITTING" "fBodyBodyGyroMag-mean" -0.762735296006796
28 "SITTING" "fBodyBodyGyroJerkMag-mean" -0.826660930776699
28 "STANDING" "tBodyAcc-mean-X" 0.276120153465909
28 "STANDING" "tBodyAcc-mean-Y" -0.0196106242455114
28 "STANDING" "tBodyAcc-mean-Z" -0.111939260223295
28 "STANDING" "tGravityAcc-mean-X" 0.596489908068182
28 "STANDING" "tGravityAcc-mean-Y" -0.159514371232955
28 "STANDING" "tGravityAcc-mean-Z" -0.0926602648977273
28 "STANDING" "tBodyAccJerk-mean-X" 0.0824062308022727
28 "STANDING" "tBodyAccJerk-mean-Y" 0.0141872457548864
28 "STANDING" "tBodyAccJerk-mean-Z" -0.00247734002281818
28 "STANDING" "tBodyGyro-mean-X" -0.0735291511680114
28 "STANDING" "tBodyGyro-mean-Y" -0.0451436890589205
28 "STANDING" "tBodyGyro-mean-Z" 0.105692923933523
28 "STANDING" "tBodyGyroJerk-mean-X" -0.0860805048176136
28 "STANDING" "tBodyGyroJerk-mean-Y" -0.0437809983988636
28 "STANDING" "tBodyGyroJerk-mean-Z" -0.0626159225017045
28 "STANDING" "tBodyAccMag-mean" -0.569569991120455
28 "STANDING" "tGravityAccMag-mean" -0.569569991120455
28 "STANDING" "tBodyAccJerkMag-mean" -0.649224303329546
28 "STANDING" "tBodyGyroMag-mean" -0.607539045567045
28 "STANDING" "tBodyGyroJerkMag-mean" -0.760708643386364
28 "STANDING" "fBodyAcc-mean-X" -0.614814832168182
28 "STANDING" "fBodyAcc-mean-Y" -0.540562190071023
28 "STANDING" "fBodyAcc-mean-Z" -0.684319004011364
28 "STANDING" "fBodyAccJerk-mean-X" -0.650093316014205
28 "STANDING" "fBodyAccJerk-mean-Y" -0.629450020630682
28 "STANDING" "fBodyAccJerk-mean-Z" -0.749187660607954
28 "STANDING" "fBodyGyro-mean-X" -0.638634953056818
28 "STANDING" "fBodyGyro-mean-Y" -0.715582747721591
28 "STANDING" "fBodyGyro-mean-Z" -0.631127818871023
28 "STANDING" "fBodyAccMag-mean" -0.596766476930682
28 "STANDING" "fBodyBodyAccJerkMag-mean" -0.638582720019318
28 "STANDING" "fBodyBodyGyroMag-mean" -0.708848978369318
28 "STANDING" "fBodyBodyGyroJerkMag-mean" -0.783731989943182
29 "STANDING" "tBodyAcc-mean-X" 0.279111521944767
29 "STANDING" "tBodyAcc-mean-Y" -0.018471953048314
29 "STANDING" "tBodyAcc-mean-Z" -0.108675612269477
29 "STANDING" "tGravityAcc-mean-X" 0.683067625610465
29 "STANDING" "tGravityAcc-mean-Y" 0.115489757911628
29 "STANDING" "tGravityAcc-mean-Z" 0.208215370043721
29 "STANDING" "tBodyAccJerk-mean-X" 0.0788382324713372
29 "STANDING" "tBodyAccJerk-mean-Y" 0.00900161248883721
29 "STANDING" "tBodyAccJerk-mean-Z" -0.00355290542467733
29 "STANDING" "tBodyGyro-mean-X" -0.0101831910869331
29 "STANDING" "tBodyGyro-mean-Y" -0.0882883296441861
29 "STANDING" "tBodyGyro-mean-Z" 0.0881626266546221
29 "STANDING" "tBodyGyroJerk-mean-X" -0.100707751809855
29 "STANDING" "tBodyGyroJerk-mean-Y" -0.0464322029527616
29 "STANDING" "tBodyGyroJerk-mean-Z" -0.052785999031686
29 "STANDING" "tBodyAccMag-mean" -0.553585593347965
29 "STANDING" "tGravityAccMag-mean" -0.553585593347965
29 "STANDING" "tBodyAccJerkMag-mean" -0.664538060484884
29 "STANDING" "tBodyGyroMag-mean" -0.602228993700349
29 "STANDING" "tBodyGyroJerkMag-mean" -0.802293906366279
29 "STANDING" "fBodyAcc-mean-X" -0.579901000186134
29 "STANDING" "fBodyAcc-mean-Y" -0.587686308146221
29 "STANDING" "fBodyAcc-mean-Z" -0.680547675465116
29 "STANDING" "fBodyAccJerk-mean-X" -0.629875853152035
29 "STANDING" "fBodyAccJerk-mean-Y" -0.641289075786337
29 "STANDING" "fBodyAccJerk-mean-Z" -0.768433928313954
29 "STANDING" "fBodyGyro-mean-X" -0.685747413486628
29 "STANDING" "fBodyGyro-mean-Y" -0.735972301656977
29 "STANDING" "fBodyGyro-mean-Z" -0.689221357718023
29 "STANDING" "fBodyAccMag-mean" -0.589294014734302
29 "STANDING" "fBodyBodyAccJerkMag-mean" -0.609879937469099
29 "STANDING" "fBodyBodyGyroMag-mean" -0.722018434984302
29 "STANDING" "fBodyBodyGyroJerkMag-mean" -0.840464164156977
30 "STANDING" "tBodyAcc-mean-X" 0.276305836721932
30 "STANDING" "tBodyAcc-mean-Y" -0.0175856077340209
30 "STANDING" "tBodyAcc-mean-Z" -0.10589355727859
30 "STANDING" "tGravityAcc-mean-X" 0.696858200678851
30 "STANDING" "tGravityAcc-mean-Y" 0.0512698188974987
30 "STANDING" "tGravityAcc-mean-Z" 0.184343178348037
30 "STANDING" "tBodyAccJerk-mean-X" 0.0734799270148825
30 "STANDING" "tBodyAccJerk-mean-Y" 0.00730438257971279
30 "STANDING" "tBodyAccJerk-mean-Z" -0.000653871890373369
30 "STANDING" "tBodyGyro-mean-X" -0.0354229280326632
30 "STANDING" "tBodyGyro-mean-Y" -0.0717482452402089
30 "STANDING" "tBodyGyro-mean-Z" 0.0834544586693995
30 "STANDING" "tBodyGyroJerk-mean-X" -0.0926769005274151
30 "STANDING" "tBodyGyroJerk-mean-Y" -0.0412903779669452
30 "STANDING" "tBodyGyroJerk-mean-Z" -0.0493556177875196
30 "STANDING" "tBodyAccMag-mean" -0.538131194183003
30 "STANDING" "tGravityAccMag-mean" -0.538131194183003
30 "STANDING" "tBodyAccJerkMag-mean" -0.697050126998956
30 "STANDING" "tBodyGyroMag-mean" -0.510032754098198
30 "STANDING" "tBodyGyroJerkMag-mean" -0.785870931331593
30 "STANDING" "fBodyAcc-mean-X" -0.635650125322193
30 "STANDING" "fBodyAcc-mean-Y" -0.55849001001906
30 "STANDING" "fBodyAcc-mean-Z" -0.634958546900783
30 "STANDING" "fBodyAccJerk-mean-X" -0.685307771157441
30 "STANDING" "fBodyAccJerk-mean-Y" -0.671673670524282
30 "STANDING" "fBodyAccJerk-mean-Z" -0.755432212793734
30 "STANDING" "fBodyGyro-mean-X" -0.667418236692689
30 "STANDING" "fBodyGyro-mean-Y" -0.629910665959817
30 "STANDING" "fBodyGyro-mean-Z" -0.615699347830287
30 "STANDING" "fBodyAccMag-mean" -0.600372067046214
30 "STANDING" "fBodyBodyAccJerkMag-mean" -0.656339723754047
30 "STANDING" "fBodyBodyGyroMag-mean" -0.669600510563003
30 "STANDING" "fBodyBodyGyroJerkMag-mean" -0.811292332428198
